cod_semestre,cod_facultad,cod_escuela,cod_plan,cod_asignatura,cod_alumno,val_calific_final
20171,20,1,2002  ,207009  ,08200112,13
20171,20,1,2002  ,207009  ,07200183,11
20171,20,1,2002  ,207009  ,05200035,0
20171,20,1,2002  ,207009  ,08200092,1
20171,20,1,2002  ,207009  ,04200074,2
20171,20,1,2002  ,207009  ,06200153,5
20171,20,1,2002  ,207009  ,08200102,8
20171,20,1,2002  ,207010  ,00110749,12
20171,20,1,2002  ,207010  ,08200192,0
20171,20,1,2002  ,208001  ,05200035,9
20171,20,1,2002  ,208001  ,05200186,10
20171,20,1,2002  ,208001  ,07200067,11
20171,20,1,2002  ,208001  ,07200100,11
20171,20,1,2002  ,208001  ,08200112,12
20171,20,1,2002  ,208001  ,06200064,8
20171,20,1,2002  ,208001  ,05200057,15
20171,20,1,2002  ,208001  ,08200092,14
20171,20,1,2002  ,208001  ,04200074,15
20171,20,1,2002  ,208001  ,08200045,17
20171,20,1,2002  ,208003  ,05200186,13
20171,20,1,2002  ,208003  ,07200067,13
20171,20,1,2002  ,208003  ,07200100,11
20171,20,1,2002  ,208003  ,08200213,16
20171,20,1,2002  ,208003  ,07200087,13
20171,20,1,2002  ,208003  ,08200112,15
20171,20,1,2002  ,208007  ,03200068,13
20171,20,1,2002  ,208007  ,06200064,0
20171,20,1,2002  ,208007  ,05200186,12
20171,20,1,2002  ,208007  ,07200067,13
20171,20,1,2002  ,208007  ,07200100,14
20171,20,1,2002  ,208007  ,962808  ,12
20171,20,1,2002  ,208007  ,07200087,12
20171,20,1,2002  ,208007  ,01114197,11
20171,20,1,2002  ,208007  ,05200053,10
20171,20,1,2002  ,208007  ,05200057,10
20171,20,1,2002  ,208007  ,08200210,10
20171,20,1,2002  ,208007  ,08200092,12
20171,20,1,2002  ,208007  ,04200074,10
20171,20,1,2002  ,208008  ,05200005,0
20171,20,1,2002  ,208008  ,08200210,0
20171,20,1,2002  ,208008  ,07200157,11
20171,20,1,2002  ,208008  ,08200054,0
20171,20,1,2002  ,208008  ,05200186,0
20171,20,1,2002  ,208008  ,07200100,12
20171,20,1,2002  ,208008  ,08200213,11
20171,20,1,2002  ,208008  ,06200064,0
20171,20,1,2002  ,208008  ,05200095,16
20171,20,1,2002  ,208008  ,994015  ,11
20171,20,1,2002  ,208008  ,07200087,12
20171,20,1,2002  ,208009  ,07200001,0
20171,20,1,2002  ,208009  ,08200044,13
20171,20,1,2002  ,208009  ,06200023,13
20171,20,1,2002  ,208009  ,05200186,16
20171,20,1,2002  ,208009  ,07200067,13
20171,20,1,2002  ,208009  ,07200104,16
20171,20,1,2002  ,208009  ,06200133,16
20171,20,1,2002  ,208009  ,07200028,11
20171,20,1,2002  ,208009  ,04200074,13
20171,20,1,2002  ,208009  ,05200071,15
20171,20,1,2002  ,208009  ,08200047,16
20171,20,1,2002  ,208009  ,08200054,16
20171,20,1,2002  ,208010  ,07200100,15
20171,20,1,2002  ,208010  ,07200122,0
20171,20,1,2002  ,208010  ,08200090,0
20171,20,1,2002  ,208010  ,08200112,14
20171,20,1,2002  ,208010  ,07200067,13
20171,20,1,2002  ,208010  ,07200104,13
20171,20,1,2002  ,208010  ,08200192,13
20171,20,1,2002  ,208010  ,08200213,14
20171,20,1,2002  ,208010  ,08200102,14
20171,20,1,2002  ,209001M ,00110555,13
20171,20,1,2002  ,209001M ,08200094,16
20171,20,1,2002  ,209001M ,08200112,13
20171,20,1,2002  ,209001M ,06200118,10
20171,20,1,2002  ,209001M ,07200041,11
20171,20,1,2002  ,209001M ,06200198,12
20171,20,1,2002  ,209001M ,07200061,0
20171,20,1,2002  ,209001M ,994015  ,12
20171,20,1,2002  ,209001M ,05200207,0
20171,20,1,2002  ,209001M ,05200071,15
20171,20,1,2002  ,209001M ,08200008,16
20171,20,1,2002  ,209003  ,06200198,12
20171,20,1,2002  ,209003  ,08200094,12
20171,20,1,2002  ,209003  ,07200087,11
20171,20,1,2002  ,209003  ,06200118,10
20171,20,1,2002  ,209005M ,05200133,12
20171,20,1,2002  ,209005M ,06200206,17
20171,20,1,2002  ,209006  ,06200141,12
20171,20,1,2002  ,209006  ,06200198,16
20171,20,1,2002  ,209006  ,06200118,6
20171,20,1,2002  ,209006  ,05200071,17
20171,20,1,2002  ,209007  ,07200077,0
20171,20,1,2002  ,209007  ,05200034,14
20171,20,1,2002  ,209007  ,06200198,13
20171,20,1,2002  ,209007  ,08200058,14
20171,20,1,2002  ,209007  ,08200094,14
20171,20,1,2002  ,209007  ,05200207,8
20171,20,1,2002  ,209007  ,05200071,15
20171,20,1,2002  ,209007  ,05200179,0
20171,20,1,2002  ,209007  ,06200025,0
20171,20,1,2002  ,209007  ,03200103,0
20171,20,1,2002  ,209007  ,05200161,0
20171,20,1,2002  ,209007  ,07200041,12
20171,20,1,2002  ,209007  ,07200104,13
20171,20,1,2002  ,209007  ,04200170,14
20171,20,1,2002  ,209007  ,06200180,0
20171,20,1,2002  ,209007  ,08200008,10
20171,20,1,2002  ,209007  ,05200133,14
20171,20,1,2002  ,209007  ,06200118,0
20171,20,1,2002  ,209007  ,07200061,0
20171,20,1,2002  ,209007  ,05200150,0
20171,20,1,2002  ,209008  ,05200035,0
20171,20,1,2002  ,209008  ,08200210,0
20171,20,1,2002  ,209008  ,06200206,14
20171,20,1,2002  ,209008  ,05200161,17
20171,20,1,2002  ,209008  ,994015  ,17
20171,20,1,2002  ,209008  ,962909  ,0
20171,20,1,2002  ,209008  ,08200169,13
20171,20,1,2009  ,201001  ,10200046,0
20171,20,1,2009  ,201001  ,13200197,14
20171,20,1,2009  ,201003  ,10200046,0
20171,20,1,2009  ,201003  ,13200090,0
20171,20,1,2009  ,201003  ,13200245,1
20171,20,1,2009  ,201003  ,13200101,0
20171,20,1,2009  ,201004  ,10200046,0
20171,20,1,2009  ,201007  ,10200046,4
20171,20,1,2009  ,201007  ,13200101,12
20171,20,1,2009  ,201009  ,13200081,13
20171,20,1,2009  ,201009  ,13200197,15
20171,20,1,2009  ,201009  ,13200101,6
20171,20,1,2009  ,201101  ,10200209,13
20171,20,1,2009  ,201101  ,10200111,12
20171,20,1,2009  ,201101  ,12200033,12
20171,20,1,2009  ,201101  ,12200012,12
20171,20,1,2009  ,201101  ,12200042,13
20171,20,1,2009  ,201101  ,11200226,13
20171,20,1,2009  ,201101  ,11200199,11
20171,20,1,2009  ,201101  ,10200017,13
20171,20,1,2009  ,201101  ,12200010,11
20171,20,1,2009  ,201101  ,12200157,13
20171,20,1,2009  ,201101  ,12200019,15
20171,20,1,2009  ,201101  ,12200086,14
20171,20,1,2009  ,201101  ,12200159,12
20171,20,1,2009  ,201101  ,12200163,12
20171,20,1,2009  ,201101  ,12200075,14
20171,20,1,2009  ,201101  ,12200164,13
20171,20,1,2009  ,201101  ,12200124,13
20171,20,1,2009  ,201101  ,10200092,14
20171,20,1,2009  ,201101  ,12200144,12
20171,20,1,2009  ,201101  ,11200106,12
20171,20,1,2009  ,201101  ,11200058,14
20171,20,1,2009  ,201101  ,11200095,13
20171,20,1,2009  ,201101  ,12200094,12
20171,20,1,2009  ,201101  ,12200101,14
20171,20,1,2009  ,201101  ,13200106,15
20171,20,1,2009  ,201101  ,12200127,12
20171,20,1,2009  ,201101  ,12200118,12
20171,20,1,2009  ,201101  ,12200151,12
20171,20,1,2009  ,201101  ,12200155,11
20171,20,1,2009  ,201101  ,12200165,12
20171,20,1,2009  ,201101  ,12200172,11
20171,20,1,2009  ,201101  ,12200028,13
20171,20,1,2009  ,201101  ,11200078,14
20171,20,1,2009  ,201101  ,10200040,14
20171,20,1,2009  ,201101  ,12200132,14
20171,20,1,2009  ,201101  ,12200160,15
20171,20,1,2009  ,201101  ,12200074,14
20171,20,1,2009  ,201101  ,11200025,13
20171,20,1,2009  ,201101  ,09200193,15
20171,20,1,2009  ,201101  ,12200117,15
20171,20,1,2009  ,201101  ,12200167,14
20171,20,1,2009  ,201101  ,12200176,15
20171,20,1,2009  ,201103  ,13200142,17
20171,20,1,2009  ,201103  ,12200041,13
20171,20,1,2009  ,201103  ,13200164,16
20171,20,1,2009  ,201103  ,13200202,15
20171,20,1,2009  ,201103  ,10200012,14
20171,20,1,2009  ,201103  ,10200009,14
20171,20,1,2009  ,201103  ,12200132,13
20171,20,1,2009  ,201103  ,11200194,0
20171,20,1,2009  ,201103  ,10200180,14
20171,20,1,2009  ,201103  ,12200086,15
20171,20,1,2009  ,201103  ,12200159,13
20171,20,1,2009  ,201103  ,12200160,14
20171,20,1,2009  ,201103  ,12200163,14
20171,20,1,2009  ,201103  ,12200075,16
20171,20,1,2009  ,201103  ,12200164,12
20171,20,1,2009  ,201103  ,10200092,13
20171,20,1,2009  ,201103  ,13200137,16
20171,20,1,2009  ,201103  ,09200102,11
20171,20,1,2009  ,201103  ,12200099,16
20171,20,1,2009  ,201103  ,13200106,17
20171,20,1,2009  ,201103  ,12200127,13
20171,20,1,2009  ,201103  ,12200117,14
20171,20,1,2009  ,201103  ,12200179,17
20171,20,1,2009  ,201103  ,12200151,15
20171,20,1,2009  ,201103  ,12200154,12
20171,20,1,2009  ,201103  ,12200165,15
20171,20,1,2009  ,201103  ,12200155,15
20171,20,1,2009  ,201103  ,12200167,14
20171,20,1,2009  ,201103  ,13200136,15
20171,20,1,2009  ,201103  ,13200161,11
20171,20,1,2009  ,201103  ,10200120,0
20171,20,1,2009  ,201103  ,11200009,16
20171,20,1,2009  ,201103  ,13200140,11
20171,20,1,2009  ,201103  ,11200106,14
20171,20,1,2009  ,201103  ,13200109,11
20171,20,1,2009  ,201103  ,10200083,15
20171,20,1,2009  ,201103  ,12200033,13
20171,20,1,2009  ,201103  ,10200107,11
20171,20,1,2009  ,201103  ,12200044,13
20171,20,1,2009  ,201103  ,11200199,13
20171,20,1,2009  ,201103  ,11200075,11
20171,20,1,2009  ,201103  ,10200017,14
20171,20,1,2009  ,201103  ,10200081,12
20171,20,1,2009  ,201103  ,12200002,13
20171,20,1,2009  ,201103  ,12200001,13
20171,20,1,2009  ,201103  ,11200197,12
20171,20,1,2009  ,201103  ,12200011,11
20171,20,1,2009  ,201103  ,11200011,14
20171,20,1,2009  ,201103  ,13200192,13
20171,20,1,2009  ,201103  ,13200206,12
20171,20,1,2009  ,201103  ,09200081,13
20171,20,1,2009  ,201103  ,09200109,12
20171,20,1,2009  ,201103  ,11200058,14
20171,20,1,2009  ,201103  ,11200095,15
20171,20,1,2009  ,201103  ,13200014,12
20171,20,1,2009  ,201103  ,12200180,13
20171,20,1,2009  ,201103  ,12200152,13
20171,20,1,2009  ,201103  ,10200182,8
20171,20,1,2009  ,201103  ,13200036,12
20171,20,1,2009  ,201104  ,13200082,11
20171,20,1,2009  ,201104  ,12200122,12
20171,20,1,2009  ,201104  ,11200180,11
20171,20,1,2009  ,201104  ,12200012,13
20171,20,1,2009  ,201104  ,13200161,12
20171,20,1,2009  ,201104  ,13200176,12
20171,20,1,2009  ,201104  ,11200199,11
20171,20,1,2009  ,201104  ,11200075,11
20171,20,1,2009  ,201104  ,12200010,13
20171,20,1,2009  ,201104  ,13200145,12
20171,20,1,2009  ,201104  ,11200201,12
20171,20,1,2009  ,201104  ,12200130,14
20171,20,1,2009  ,201104  ,12200151,14
20171,20,1,2009  ,201104  ,12200154,13
20171,20,1,2009  ,201104  ,13200029,16
20171,20,1,2009  ,201104  ,12200041,14
20171,20,1,2009  ,201104  ,10200201,13
20171,20,1,2009  ,201104  ,12200132,14
20171,20,1,2009  ,201104  ,12200141,15
20171,20,1,2009  ,201104  ,12200157,13
20171,20,1,2009  ,201104  ,12200082,13
20171,20,1,2009  ,201104  ,12200159,13
20171,20,1,2009  ,201104  ,12200124,12
20171,20,1,2009  ,201104  ,12200074,14
20171,20,1,2009  ,201104  ,09200081,14
20171,20,1,2009  ,201104  ,11200046,13
20171,20,1,2009  ,201104  ,13200153,16
20171,20,1,2009  ,201104  ,13200199,13
20171,20,1,2009  ,201104  ,11200058,15
20171,20,1,2009  ,201104  ,13200078,15
20171,20,1,2009  ,201104  ,12200099,14
20171,20,1,2009  ,201104  ,12200101,14
20171,20,1,2009  ,201104  ,12200110,14
20171,20,1,2009  ,201104  ,13200018,12
20171,20,1,2009  ,201104  ,13200146,14
20171,20,1,2009  ,201104  ,11200221,12
20171,20,1,2009  ,201104  ,13200106,16
20171,20,1,2009  ,201104  ,11200020,13
20171,20,1,2009  ,201104  ,09200117,16
20171,20,1,2009  ,201104  ,12200161,16
20171,20,1,2009  ,201104  ,12200117,14
20171,20,1,2009  ,201104  ,12200103,13
20171,20,1,2009  ,201104  ,12200150,16
20171,20,1,2009  ,201104  ,12200165,13
20171,20,1,2009  ,201104  ,12200172,12
20171,20,1,2009  ,201104  ,12200013,12
20171,20,1,2009  ,201104  ,13200033,15
20171,20,1,2009  ,201104  ,12200028,15
20171,20,1,2009  ,201104  ,12200018,13
20171,20,1,2009  ,201104  ,12200019,12
20171,20,1,2009  ,201104  ,13200192,13
20171,20,1,2009  ,201104  ,11200057,12
20171,20,1,2009  ,201104  ,11200085,12
20171,20,1,2009  ,201104  ,11200217,14
20171,20,1,2009  ,201105  ,10200035,17
20171,20,1,2009  ,201105  ,10200121,13
20171,20,1,2009  ,201105  ,10200024,15
20171,20,1,2009  ,201105  ,12200160,18
20171,20,1,2009  ,201105  ,09200133,12
20171,20,1,2009  ,201105  ,12200180,18
20171,20,1,2009  ,201105  ,12200167,17
20171,20,1,2009  ,201105  ,12200176,17
20171,20,1,2009  ,201105  ,10200047,14
20171,20,1,2009  ,201105  ,12200018,15
20171,20,1,2009  ,201105  ,12200143,16
20171,20,1,2009  ,201105  ,12200005,15
20171,20,1,2009  ,201105  ,12200010,16
20171,20,1,2009  ,201105  ,11200197,16
20171,20,1,2009  ,201105  ,11200007,16
20171,20,1,2009  ,201105  ,12200034,16
20171,20,1,2009  ,201105  ,12200072,15
20171,20,1,2009  ,201105  ,12200087,15
20171,20,1,2009  ,201105  ,12200127,18
20171,20,1,2009  ,201105  ,12200130,13
20171,20,1,2009  ,201105  ,11200226,16
20171,20,1,2009  ,201105  ,10200109,15
20171,20,1,2009  ,201105  ,12200038,15
20171,20,1,2009  ,201105  ,12200178,16
20171,20,1,2009  ,201105  ,12200124,15
20171,20,1,2009  ,201105  ,12200144,15
20171,20,1,2009  ,201105  ,11200198,16
20171,20,1,2009  ,201105  ,12200099,15
20171,20,1,2009  ,201105  ,09200117,17
20171,20,1,2009  ,201105  ,12200179,15
20171,20,1,2009  ,201105  ,12200028,16
20171,20,1,2009  ,201105  ,11200127,0
20171,20,1,2009  ,201105  ,10200111,15
20171,20,1,2009  ,201105  ,12200044,15
20171,20,1,2009  ,201105  ,11200075,12
20171,20,1,2009  ,201105  ,11200011,12
20171,20,1,2009  ,201105  ,09200076,14
20171,20,1,2009  ,201105  ,09200089,14
20171,20,1,2009  ,201105  ,11200111,10
20171,20,1,2009  ,201105  ,11200095,14
20171,20,1,2009  ,201105  ,12200094,17
20171,20,1,2009  ,201105  ,12200042,13
20171,20,1,2009  ,201105  ,10200029,3
20171,20,1,2009  ,201105  ,12200086,14
20171,20,1,2009  ,201105  ,12200153,15
20171,20,1,2009  ,201105  ,10200207,6
20171,20,1,2009  ,201105  ,10200201,17
20171,20,1,2009  ,201105  ,10200045,9
20171,20,1,2009  ,201105  ,12200118,15
20171,20,1,2009  ,201105  ,12200136,15
20171,20,1,2009  ,201105  ,12200166,16
20171,20,1,2009  ,201105  ,12200173,17
20171,20,1,2009  ,201105  ,09200079,6
20171,20,1,2009  ,201105  ,12200012,14
20171,20,1,2009  ,201105  ,11200115,11
20171,20,1,2009  ,201105  ,10200031,12
20171,20,1,2009  ,201105  ,10200048,13
20171,20,1,2009  ,201105  ,11200195,16
20171,20,1,2009  ,201105  ,11200001,17
20171,20,1,2009  ,201105  ,10200180,5
20171,20,1,2009  ,201105  ,09200191,16
20171,20,1,2009  ,201105  ,11200064,17
20171,20,1,2009  ,201105  ,11200100,17
20171,20,1,2009  ,201105  ,11200021,14
20171,20,1,2009  ,201105  ,11200029,12
