cod_semestre,cod_facultad,cod_escuela,cod_plan,cod_asignatura,cod_alumno,val_calific_final
20171,20,1,2014  ,2010501 ,15200044,14
20171,20,1,2014  ,2010501 ,15200151,16
20171,20,1,2014  ,2010501 ,15200153,13
20171,20,1,2014  ,2010501 ,15200162,16
20171,20,1,2014  ,2010501 ,15200163,16
20171,20,1,2014  ,2010501 ,15200182,15
20171,20,1,2014  ,2010501 ,15200187,14
20171,20,1,2014  ,2010501 ,15200168,14
20171,20,1,2014  ,2010501 ,14200021,11
20171,20,1,2014  ,2010501 ,14200026,14
20171,20,1,2014  ,2010501 ,15200157,17
20171,20,1,2014  ,2010501 ,15200007,13
20171,20,1,2014  ,2010501 ,15200100,13
20171,20,1,2014  ,2010501 ,15200110,13
20171,20,1,2014  ,2010501 ,15200150,0
20171,20,1,2014  ,2010501 ,15200049,14
20171,20,1,2014  ,2010501 ,15200053,15
20171,20,1,2014  ,2010501 ,15200173,15
20171,20,1,2014  ,2010501 ,14200142,16
20171,20,1,2014  ,2010501 ,14200161,14
20171,20,1,2014  ,2010501 ,14200035,16
20171,20,1,2014  ,2010501 ,14200036,15
20171,20,1,2014  ,2010501 ,15200172,15
20171,20,1,2014  ,2010501 ,15200123,15
20171,20,1,2014  ,2010501 ,15200112,15
20171,20,1,2014  ,2010501 ,14200072,15
20171,20,1,2014  ,2010501 ,15200046,13
20171,20,1,2014  ,2010501 ,15200050,17
20171,20,1,2014  ,2010501 ,15200052,15
20171,20,1,2014  ,2010501 ,14200069,15
20171,20,1,2014  ,2010501 ,15200028,12
20171,20,1,2014  ,2010501 ,15200158,11
20171,20,1,2014  ,2010501 ,15200033,6
20171,20,1,2014  ,2010501 ,15200031,14
20171,20,1,2014  ,2010501 ,13160113,12
20171,20,1,2014  ,2010501 ,15200135,11
20171,20,1,2014  ,2010501 ,15200010,13
20171,20,1,2014  ,2010501 ,15200059,11
20171,20,1,2014  ,2010501 ,15200120,11
20171,20,1,2014  ,2010501 ,15200138,12
20171,20,1,2014  ,2010501 ,15200175,12
20171,20,1,2014  ,2010501 ,15200146,8
20171,20,1,2014  ,2010501 ,15200133,4
20171,20,1,2014  ,2010501 ,15200009,14
20171,20,1,2014  ,2010501 ,14200084,1
20171,20,1,2014  ,2010501 ,14200086,7
20171,20,1,2014  ,2010501 ,15200025,12
20171,20,1,2014  ,2010501 ,15200183,12
20171,20,1,2014  ,2010501 ,15200105,12
20171,20,1,2014  ,2010501 ,15200155,6
20171,20,1,2014  ,2010501 ,14200150,12
20171,20,1,2014  ,2010501 ,15200161,14
20171,20,1,2014  ,2010502 ,15200028,10
20171,20,1,2014  ,2010502 ,15200031,11
20171,20,1,2014  ,2010502 ,15200033,4
20171,20,1,2014  ,2010502 ,15200124,8
20171,20,1,2014  ,2010502 ,14200101,11
20171,20,1,2014  ,2010502 ,15200179,12
20171,20,1,2014  ,2010502 ,15200157,9
20171,20,1,2014  ,2010502 ,15200010,11
20171,20,1,2014  ,2010502 ,15200116,11
20171,20,1,2014  ,2010502 ,15200059,10
20171,20,1,2014  ,2010502 ,15200100,10
20171,20,1,2014  ,2010502 ,15200120,10
20171,20,1,2014  ,2010502 ,15200138,11
20171,20,1,2014  ,2010502 ,14200141,12
20171,20,1,2014  ,2010502 ,15200043,9
20171,20,1,2014  ,2010502 ,15200150,11
20171,20,1,2014  ,2010502 ,15200009,12
20171,20,1,2014  ,2010502 ,15200053,11
20171,20,1,2014  ,2010502 ,14200023,7
20171,20,1,2014  ,2010502 ,15200170,4
20171,20,1,2014  ,2010502 ,15200021,3
20171,20,1,2014  ,2010502 ,14200160,13
20171,20,1,2014  ,2010502 ,15200125,11
20171,20,1,2014  ,2010502 ,14200106,12
20171,20,1,2014  ,2010502 ,14200074,12
20171,20,1,2014  ,2010502 ,15200171,10
20171,20,1,2014  ,2010502 ,14200119,13
20171,20,1,2014  ,2010502 ,14200150,11
20171,20,1,2014  ,2010502 ,14200143,11
20171,20,1,2014  ,2010502 ,15200161,11
20171,20,1,2014  ,2010502 ,14200097,12
20171,20,1,2014  ,2010502 ,14200063,5
20171,20,1,2014  ,2010502 ,14200072,11
20171,20,1,2014  ,2010502 ,14200114,10
20171,20,1,2014  ,2010502 ,14200029,12
20171,20,1,2014  ,2010502 ,15200194,10
20171,20,1,2014  ,2010502 ,14200069,7
20171,20,1,2014  ,2010502 ,15200178,11
20171,20,1,2014  ,2010502 ,14200116,11
20171,20,1,2014  ,2010502 ,14200026,5
20171,20,1,2014  ,2010502 ,14200098,9
20171,20,1,2014  ,2010502 ,14200037,12
20171,20,1,2014  ,2010502 ,15200037,8
20171,20,1,2014  ,2010502 ,15200038,11
20171,20,1,2014  ,2010502 ,15200041,5
20171,20,1,2014  ,2010502 ,15200147,13
20171,20,1,2014  ,2010502 ,14200127,7
20171,20,1,2014  ,2010502 ,15200149,5
20171,20,1,2014  ,2010502 ,15200035,9
20171,20,1,2014  ,2010502 ,15200001,11
20171,20,1,2014  ,2010502 ,15200008,11
20171,20,1,2014  ,2010502 ,14200086,3
20171,20,1,2014  ,2010502 ,15200024,11
20171,20,1,2014  ,2010502 ,14200105,8
20171,20,1,2014  ,2010502 ,14200162,7
20171,20,1,2014  ,2010502 ,15200154,11
20171,20,1,2014  ,2010502 ,14200169,11
20171,20,1,2014  ,2010502 ,15200025,11
20171,20,1,2014  ,2010502 ,15200156,11
20171,20,1,2014  ,2010502 ,15200017,11
20171,20,1,2014  ,2010502 ,14200096,8
20171,20,1,2014  ,2010502 ,14200060,6
20171,20,1,2014  ,2010502 ,14200064,12
20171,20,1,2014  ,2010502 ,15200144,11
20171,20,1,2014  ,2010502 ,15200155,8
20171,20,1,2014  ,2010502 ,15200105,11
20171,20,1,2014  ,2010502 ,14200122,6
20171,20,1,2014  ,2010502 ,15200044,12
20171,20,1,2014  ,2010502 ,14200092,7
20171,20,1,2014  ,2010502 ,15200107,11
20171,20,1,2014  ,2010502 ,15200151,11
20171,20,1,2014  ,2010502 ,15200153,9
20171,20,1,2014  ,2010502 ,15200162,11
20171,20,1,2014  ,2010502 ,15200163,12
20171,20,1,2014  ,2010502 ,15200182,11
20171,20,1,2014  ,2010502 ,15200187,12
20171,20,1,2014  ,2010502 ,15200168,11
20171,20,1,2014  ,2010502 ,14200021,8
20171,20,1,2014  ,2010502 ,14200002,7
20171,20,1,2014  ,2010503 ,15200178,13
20171,20,1,2014  ,2010503 ,14200116,12
20171,20,1,2014  ,2010503 ,14200026,12
20171,20,1,2014  ,2010503 ,14200098,13
20171,20,1,2014  ,2010503 ,14200101,12
20171,20,1,2014  ,2010503 ,14200037,9
20171,20,1,2014  ,2010503 ,15200037,9
20171,20,1,2014  ,2010503 ,15200038,11
20171,20,1,2014  ,2010503 ,15200041,7
20171,20,1,2014  ,2010503 ,15200110,13
20171,20,1,2014  ,2010503 ,15200127,11
20171,20,1,2014  ,2010503 ,15200128,11
20171,20,1,2014  ,2010503 ,15200147,9
20171,20,1,2014  ,2010503 ,14200127,9
20171,20,1,2014  ,2010503 ,15200149,6
20171,20,1,2014  ,2010503 ,15200035,11
20171,20,1,2014  ,2010503 ,15200150,13
20171,20,1,2014  ,2010503 ,15200001,13
20171,20,1,2014  ,2010503 ,15200047,7
20171,20,1,2014  ,2010503 ,15200008,12
20171,20,1,2014  ,2010503 ,15200024,14
20171,20,1,2014  ,2010503 ,14200105,11
20171,20,1,2014  ,2010503 ,14200093,11
20171,20,1,2014  ,2010503 ,14200162,4
20171,20,1,2014  ,2010503 ,15200154,8
20171,20,1,2014  ,2010503 ,15200056,6
20171,20,1,2014  ,2010503 ,15200117,10
20171,20,1,2014  ,2010503 ,15200156,10
20171,20,1,2014  ,2010503 ,15200017,11
20171,20,1,2014  ,2010503 ,14200096,6
20171,20,1,2014  ,2010503 ,14200060,12
20171,20,1,2014  ,2010503 ,14200068,11
20171,20,1,2014  ,2010503 ,15200143,11
20171,20,1,2014  ,2010503 ,15200144,13
20171,20,1,2014  ,2010503 ,14200119,11
20171,20,1,2014  ,2010503 ,15200044,11
20171,20,1,2014  ,2010503 ,14200092,9
20171,20,1,2014  ,2010503 ,15200151,11
20171,20,1,2014  ,2010503 ,15200153,13
20171,20,1,2014  ,2010503 ,15200162,13
20171,20,1,2014  ,2010503 ,14200097,11
20171,20,1,2014  ,2010503 ,15200163,15
20171,20,1,2014  ,2010503 ,15200182,10
20171,20,1,2014  ,2010503 ,15200187,14
20171,20,1,2014  ,2010503 ,15200168,13
20171,20,1,2014  ,2010503 ,14200072,5
20171,20,1,2014  ,2010503 ,14200144,13
20171,20,1,2014  ,2010503 ,14200021,12
20171,20,1,2014  ,2010503 ,15200014,16
20171,20,1,2014  ,2010503 ,15200026,9
20171,20,1,2014  ,2010503 ,15200029,10
20171,20,1,2014  ,2010503 ,15200124,11
20171,20,1,2014  ,2010503 ,13160113,14
20171,20,1,2014  ,2010503 ,15200164,8
20171,20,1,2014  ,2010503 ,15200005,11
20171,20,1,2014  ,2010503 ,14200108,12
20171,20,1,2014  ,2010503 ,15200175,11
20171,20,1,2014  ,2010503 ,15200140,14
20171,20,1,2014  ,2010503 ,15200010,11
20171,20,1,2014  ,2010503 ,15200043,7
20171,20,1,2014  ,2010503 ,15200049,11
20171,20,1,2014  ,2010503 ,14200020,13
20171,20,1,2014  ,2010503 ,14200023,12
20171,20,1,2014  ,2010503 ,14200084,0
20171,20,1,2014  ,2010503 ,14200125,12
20171,20,1,2014  ,2010503 ,14200014,1
20171,20,1,2014  ,2010503 ,15200112,13
20171,20,1,2014  ,2010503 ,15200052,12
20171,20,1,2014  ,2010503 ,14200069,11
20171,20,1,2014  ,2010503 ,15200028,14
20171,20,1,2014  ,2010503 ,15200031,11
20171,20,1,2014  ,2010503 ,15200033,9
20171,20,1,2014  ,2010503 ,15200135,12
20171,20,1,2014  ,2010503 ,15200157,10
20171,20,1,2014  ,2010503 ,15200100,12
20171,20,1,2014  ,2010503 ,15200120,15
20171,20,1,2014  ,2010503 ,15200138,9
20171,20,1,2014  ,2010503 ,15200195,11
20171,20,1,2014  ,2010503 ,15200133,7
20171,20,1,2014  ,2010503 ,15200009,15
20171,20,1,2014  ,2010503 ,15200053,14
20171,20,1,2014  ,2010503 ,15200173,5
20171,20,1,2014  ,2010503 ,14200140,2
20171,20,1,2014  ,2010503 ,14200024,12
20171,20,1,2014  ,2010503 ,15200021,9
20171,20,1,2014  ,2010503 ,14200171,12
20171,20,1,2014  ,2010503 ,15200183,9
20171,20,1,2014  ,2010503 ,15200098,0
20171,20,1,2014  ,2010503 ,15200155,6
20171,20,1,2014  ,2010503 ,15200123,9
20171,20,1,2014  ,2010503 ,15200105,15
20171,20,1,2014  ,2010503 ,15200107,10
20171,20,1,2014  ,2010503 ,15200161,16
20171,20,1,2014  ,2010503 ,15200194,11
20171,20,1,2014  ,2010504 ,15200028,9
20171,20,1,2014  ,2010504 ,15200026,11
20171,20,1,2014  ,2010504 ,15200033,9
20171,20,1,2014  ,2010504 ,15200185,9
20171,20,1,2014  ,2010504 ,14200108,8
20171,20,1,2014  ,2010504 ,15200100,8
20171,20,1,2014  ,2010504 ,15200009,11
20171,20,1,2014  ,2010504 ,15200049,8
20171,20,1,2014  ,2010504 ,15200053,12
20171,20,1,2014  ,2010504 ,15200173,8
20171,20,1,2014  ,2010504 ,15200010,12
20171,20,1,2014  ,2010504 ,14200093,8
20171,20,1,2014  ,2010504 ,15200021,11
20171,20,1,2014  ,2010504 ,14200161,11
20171,20,1,2014  ,2010504 ,15200056,9
20171,20,1,2014  ,2010504 ,15200117,11
20171,20,1,2014  ,2010504 ,14200178,9
20171,20,1,2014  ,2010504 ,15200171,7
20171,20,1,2014  ,2010504 ,14200014,6
20171,20,1,2014  ,2010504 ,15200161,13
20171,20,1,2014  ,2010504 ,14200072,11
20171,20,1,2014  ,2010504 ,15200052,11
20171,20,1,2014  ,2010504 ,15200178,14
20171,20,1,2014  ,2010504 ,15200124,11
20171,20,1,2014  ,2010504 ,14200026,12
20171,20,1,2014  ,2010504 ,14200098,14
20171,20,1,2014  ,2010504 ,13160113,15
20171,20,1,2014  ,2010504 ,15200037,15
20171,20,1,2014  ,2010504 ,15200038,6
20171,20,1,2014  ,2010504 ,15200059,11
20171,20,1,2014  ,2010504 ,15200060,14
20171,20,1,2014  ,2010504 ,14200127,11
20171,20,1,2014  ,2010504 ,15200035,15
20171,20,1,2014  ,2010504 ,15200025,14
20171,20,1,2014  ,2010504 ,14200028,14
20171,20,1,2014  ,2010504 ,15200144,14
20171,20,1,2014  ,2010504 ,14200092,11
20171,20,1,2014  ,2010504 ,15200151,15
20171,20,1,2014  ,2010504 ,15200153,14
20171,20,1,2014  ,2010504 ,15200162,16
20171,20,1,2014  ,2010504 ,15200163,16
20171,20,1,2014  ,2010504 ,15200187,15
20171,20,1,2014  ,2010504 ,14200021,13
20171,20,1,2014  ,2010504 ,14200116,12
20171,20,1,2014  ,2010504 ,14200037,9
20171,20,1,2014  ,2010504 ,15200147,11
20171,20,1,2014  ,2010504 ,15200001,14
20171,20,1,2014  ,2010504 ,15200008,13
20171,20,1,2014  ,2010504 ,15200024,12
20171,20,1,2014  ,2010504 ,15200154,8
20171,20,1,2014  ,2010504 ,15200017,12
20171,20,1,2014  ,2010504 ,14200096,11
20171,20,1,2014  ,2010504 ,14200064,11
20171,20,1,2014  ,2010504 ,15200044,12
20171,20,1,2014  ,2010504 ,14200097,11
20171,20,1,2014  ,2010504 ,15200182,12
20171,20,1,2014  ,2010504 ,15200168,11
20171,20,1,2014  ,2010504 ,14200029,11
20171,20,1,2014  ,2010504 ,15200014,10
20171,20,1,2014  ,2010504 ,15200015,11
20171,20,1,2014  ,2010504 ,15200031,13
20171,20,1,2014  ,2010504 ,14200101,9
20171,20,1,2014  ,2010504 ,15200135,12
20171,20,1,2014  ,2010504 ,15200116,12
20171,20,1,2014  ,2010504 ,15200041,13
20171,20,1,2014  ,2010504 ,15200120,13
20171,20,1,2014  ,2010504 ,15200138,13
20171,20,1,2014  ,2010504 ,15200149,14
20171,20,1,2014  ,2010504 ,14200020,10
20171,20,1,2014  ,2010504 ,14200031,10
20171,20,1,2014  ,2010504 ,15200098,10
20171,20,1,2014  ,2010504 ,15200156,12
20171,20,1,2014  ,2010504 ,15200125,12
20171,20,1,2014  ,2010504 ,14200060,9
20171,20,1,2014  ,2010504 ,15200143,12
20171,20,1,2014  ,2010504 ,15200155,12
20171,20,1,2014  ,2010504 ,15200105,15
20171,20,1,2014  ,2010504 ,15200194,15
20171,20,1,2014  ,2010505 ,14200114,11
20171,20,1,2014  ,2010505 ,15200178,13
20171,20,1,2014  ,2010505 ,15200031,11
20171,20,1,2014  ,2010505 ,14200116,12
20171,20,1,2014  ,2010505 ,14200098,11
20171,20,1,2014  ,2010505 ,14200101,10
20171,20,1,2014  ,2010505 ,14200037,11
20171,20,1,2014  ,2010505 ,15200003,13
20171,20,1,2014  ,2010505 ,14200002,10
20171,20,1,2014  ,2010505 ,15200037,12
20171,20,1,2014  ,2010505 ,15200038,12
20171,20,1,2014  ,2010505 ,15200041,10
20171,20,1,2014  ,2010505 ,15200060,11
20171,20,1,2014  ,2010505 ,15200100,12
20171,20,1,2014  ,2010505 ,15200120,12
20171,20,1,2014  ,2010505 ,15200138,12
20171,20,1,2014  ,2010505 ,15200147,13
20171,20,1,2014  ,2010505 ,14200127,11
20171,20,1,2014  ,2010505 ,14200141,12
20171,20,1,2014  ,2010505 ,15200149,12
20171,20,1,2014  ,2010505 ,15200035,11
20171,20,1,2014  ,2010505 ,15200150,13
20171,20,1,2014  ,2010505 ,15200001,13
20171,20,1,2014  ,2010505 ,15200008,16
20171,20,1,2014  ,2010505 ,15200009,13
20171,20,1,2014  ,2010505 ,15200053,15
20171,20,1,2014  ,2010505 ,14200067,10
20171,20,1,2014  ,2010505 ,15200024,14
20171,20,1,2014  ,2010505 ,14200105,12
20171,20,1,2014  ,2010505 ,14200160,11
20171,20,1,2014  ,2010505 ,15200154,13
20171,20,1,2014  ,2010505 ,15200025,11
20171,20,1,2014  ,2010505 ,15200156,12
20171,20,1,2014  ,2010505 ,14200106,12
20171,20,1,2014  ,2010505 ,15200017,13
20171,20,1,2014  ,2010505 ,14200096,12
20171,20,1,2014  ,2010505 ,14200060,12
20171,20,1,2014  ,2010505 ,15200144,12
20171,20,1,2014  ,2010505 ,15200155,12
20171,20,1,2014  ,2010505 ,14200119,12
20171,20,1,2014  ,2010505 ,14200122,11
20171,20,1,2014  ,2010505 ,15200044,14
20171,20,1,2014  ,2010505 ,14200092,10
20171,20,1,2014  ,2010505 ,15200107,12
20171,20,1,2014  ,2010505 ,15200151,13
20171,20,1,2014  ,2010505 ,15200161,13
20171,20,1,2014  ,2010505 ,15200162,13
20171,20,1,2014  ,2010505 ,14200073,11
20171,20,1,2014  ,2010505 ,14200097,11
20171,20,1,2014  ,2010505 ,15200163,16
20171,20,1,2014  ,2010505 ,15200182,14
20171,20,1,2014  ,2010505 ,15200187,14
20171,20,1,2014  ,2010505 ,15200168,13
20171,20,1,2014  ,2010505 ,14200021,12
20171,20,1,2014  ,2010505 ,14200029,10
20171,20,1,2014  ,2010505 ,15200028,11
20171,20,1,2014  ,2010505 ,15200033,9
20171,20,1,2014  ,2010505 ,15200124,11
20171,20,1,2014  ,2010505 ,14200026,7
20171,20,1,2014  ,2010505 ,15200179,9
20171,20,1,2014  ,2010505 ,13160113,8
20171,20,1,2014  ,2010505 ,15200116,8
20171,20,1,2014  ,2010505 ,15200059,12
20171,20,1,2014  ,2010505 ,15200043,9
20171,20,1,2014  ,2010505 ,15200010,9
20171,20,1,2014  ,2010505 ,14200086,9
20171,20,1,2014  ,2010505 ,15200170,8
20171,20,1,2014  ,2010505 ,15200021,11
20171,20,1,2014  ,2010505 ,14200169,9
20171,20,1,2014  ,2010505 ,15200125,12
20171,20,1,2014  ,2010505 ,15200171,11
20171,20,1,2014  ,2010505 ,15200105,12
20171,20,1,2014  ,2010505 ,15200153,11
20171,20,1,2014  ,2010505 ,14200072,9
20171,20,1,2014  ,2010505 ,15200194,8
20171,20,1,2014  ,2010505 ,14200069,9
20171,20,1,2014  ,2010506 ,15200178,15
20171,20,1,2014  ,2010506 ,15200033,13
20171,20,1,2014  ,2010506 ,14200026,13
20171,20,1,2014  ,2010506 ,13160113,13
20171,20,1,2014  ,2010506 ,15200157,15
20171,20,1,2014  ,2010506 ,15200037,13
20171,20,1,2014  ,2010506 ,15200120,15
20171,20,1,2014  ,2010506 ,15200035,15
20171,20,1,2014  ,2010506 ,15200001,16
20171,20,1,2014  ,2010506 ,15200008,15
20171,20,1,2014  ,2010506 ,15200009,15
20171,20,1,2014  ,2010506 ,15200010,15
20171,20,1,2014  ,2010506 ,14200093,12
20171,20,1,2014  ,2010506 ,15200021,12
20171,20,1,2014  ,2010506 ,15200017,14
20171,20,1,2014  ,2010506 ,15200144,15
20171,20,1,2014  ,2010506 ,15200044,12
20171,20,1,2014  ,2010506 ,15200105,14
20171,20,1,2014  ,2010506 ,15200107,14
20171,20,1,2014  ,2010506 ,15200151,15
20171,20,1,2014  ,2010506 ,15200153,13
20171,20,1,2014  ,2010506 ,15200161,15
20171,20,1,2014  ,2010506 ,15200162,15
20171,20,1,2014  ,2010506 ,15200163,15
20171,20,1,2014  ,2010506 ,15200182,13
20171,20,1,2014  ,2010506 ,15200187,13
20171,20,1,2014  ,2010506 ,15200028,10
20171,20,1,2014  ,2010506 ,15200031,14
20171,20,1,2014  ,2010506 ,14200145,13
20171,20,1,2014  ,2010506 ,15200003,13
20171,20,1,2014  ,2010506 ,15200116,14
20171,20,1,2014  ,2010506 ,15200041,3
20171,20,1,2014  ,2010506 ,15200100,14
20171,20,1,2014  ,2010506 ,15200138,14
20171,20,1,2014  ,2010506 ,15200149,3
20171,20,1,2014  ,2010506 ,15200150,3
20171,20,1,2014  ,2010506 ,15200049,11
20171,20,1,2014  ,2010506 ,15200053,14
20171,20,1,2014  ,2010506 ,14200142,12
20171,20,1,2014  ,2010506 ,14200020,14
20171,20,1,2014  ,2010506 ,14200031,16
20171,20,1,2014  ,2010506 ,15200024,13
20171,20,1,2014  ,2010506 ,14200168,11
20171,20,1,2014  ,2010506 ,15200025,10
20171,20,1,2014  ,2010506 ,15200098,15
20171,20,1,2014  ,2010506 ,14200035,13
20171,20,1,2014  ,2010506 ,15200156,3
20171,20,1,2014  ,2010506 ,15200125,15
20171,20,1,2014  ,2010506 ,14200106,13
20171,20,1,2014  ,2010506 ,15200172,9
20171,20,1,2014  ,2010506 ,15200155,15
20171,20,1,2014  ,2010506 ,14200149,11
20171,20,1,2014  ,2010506 ,15200123,12
20171,20,1,2014  ,2010506 ,14200078,11
20171,20,1,2014  ,2010506 ,14200021,14
20171,20,1,2014  ,2010506 ,15200052,10
20171,20,1,2014  ,2010507 ,14200114,8
20171,20,1,2014  ,2010507 ,15200028,13
20171,20,1,2014  ,2010507 ,15200178,15
20171,20,1,2014  ,2010507 ,14200098,14
20171,20,1,2014  ,2010507 ,14200037,11
20171,20,1,2014  ,2010507 ,15200003,15
20171,20,1,2014  ,2010507 ,14200134,9
20171,20,1,2014  ,2010507 ,14200120,13
20171,20,1,2014  ,2010507 ,15200037,10
20171,20,1,2014  ,2010507 ,15200038,11
20171,20,1,2014  ,2010507 ,15200035,12
20171,20,1,2014  ,2010507 ,15200017,14
20171,20,1,2014  ,2010507 ,15200001,16
20171,20,1,2014  ,2010507 ,15200008,16
20171,20,1,2014  ,2010507 ,15200009,16
20171,20,1,2014  ,2010507 ,14200093,13
20171,20,1,2014  ,2010507 ,15200154,14
20171,20,1,2014  ,2010507 ,15200025,16
20171,20,1,2014  ,2010507 ,15200144,13
20171,20,1,2014  ,2010507 ,14200122,11
20171,20,1,2014  ,2010507 ,15200044,14
20171,20,1,2014  ,2010507 ,14200092,9
20171,20,1,2014  ,2010507 ,15200107,14
20171,20,1,2014  ,2010507 ,15200151,14
20171,20,1,2014  ,2010507 ,15200153,14
20171,20,1,2014  ,2010507 ,15200161,14
20171,20,1,2014  ,2010507 ,15200162,16
20171,20,1,2014  ,2010507 ,15200163,15
20171,20,1,2014  ,2010507 ,15200182,15
20171,20,1,2014  ,2010507 ,14200141,13
20171,20,1,2014  ,2010507 ,15200187,16
20171,20,1,2014  ,2010507 ,14200006,13
20171,20,1,2014  ,2010507 ,15200168,12
20171,20,1,2014  ,2010507 ,14200021,11
20171,20,1,2014  ,2010507 ,15200031,14
20171,20,1,2014  ,2010507 ,14200116,13
20171,20,1,2014  ,2010507 ,14200101,15
20171,20,1,2014  ,2010507 ,14200110,9
20171,20,1,2014  ,2010507 ,15200116,13
20171,20,1,2014  ,2010507 ,15200060,13
20171,20,1,2014  ,2010507 ,15200120,13
20171,20,1,2014  ,2010507 ,15200138,13
20171,20,1,2014  ,2010507 ,15200147,13
20171,20,1,2014  ,2010507 ,14200127,13
20171,20,1,2014  ,2010507 ,15200186,14
20171,20,1,2014  ,2010507 ,15200150,14
20171,20,1,2014  ,2010507 ,14200135,12
20171,20,1,2014  ,2010507 ,14200031,12
20171,20,1,2014  ,2010507 ,14200086,13
20171,20,1,2014  ,2010507 ,15200024,14
20171,20,1,2014  ,2010507 ,14200160,12
20171,20,1,2014  ,2010507 ,14200161,12
20171,20,1,2014  ,2010507 ,14200163,14
20171,20,1,2014  ,2010507 ,14200172,13
20171,20,1,2014  ,2010507 ,15200053,13
20171,20,1,2014  ,2010507 ,15200125,13
20171,20,1,2014  ,2010507 ,14200106,12
20171,20,1,2014  ,2010507 ,14200060,8
20171,20,1,2014  ,2010507 ,14200119,13
20171,20,1,2014  ,2010507 ,14200080,11
20171,20,1,2014  ,2010507 ,14200155,13
20171,20,1,2014  ,2010507 ,15200105,14
20171,20,1,2014  ,2010507 ,14200143,13
20171,20,1,2014  ,2010507 ,14200103,14
20171,20,1,2014  ,2010507 ,14200082,6
20171,20,1,2014  ,2010507 ,13160113,14
20171,20,1,2014  ,2010507 ,15200059,16
20171,20,1,2014  ,2010507 ,14200094,14
20171,20,1,2014  ,2010507 ,15200043,13
20171,20,1,2014  ,2010507 ,15200049,13
20171,20,1,2014  ,2010507 ,15200010,13
20171,20,1,2014  ,2010507 ,14200023,13
20171,20,1,2014  ,2010507 ,15200021,14
20171,20,1,2014  ,2010507 ,14200171,14
20171,20,1,2014  ,2010507 ,14200083,14
20171,20,1,2014  ,2010507 ,14200147,14
20171,20,1,2014  ,2010507 ,14200125,13
20171,20,1,2014  ,2010507 ,14200151,14
20171,20,1,2014  ,2010507 ,15200112,15
20171,20,1,2014  ,2010507 ,15200052,14
20171,20,1,2014  ,2010601 ,14200145,11
20171,20,1,2014  ,2010601 ,14200127,12
20171,20,1,2014  ,2010601 ,14200135,10
20171,20,1,2014  ,2010601 ,14200024,11
20171,20,1,2014  ,2010601 ,14200074,12
20171,20,1,2014  ,2010601 ,14200092,10
20171,20,1,2014  ,2010601 ,14200143,11
20171,20,1,2014  ,2010601 ,14200014,11
20171,20,1,2014  ,2010601 ,14200063,5
20171,20,1,2014  ,2010601 ,14200114,11
20171,20,1,2014  ,2010601 ,14200101,11
20171,20,1,2014  ,2010601 ,14200110,11
20171,20,1,2014  ,2010601 ,14200134,11
20171,20,1,2014  ,2010601 ,14200136,10
20171,20,1,2014  ,2010601 ,14200020,10
20171,20,1,2014  ,2010601 ,14200031,10
20171,20,1,2014  ,2010601 ,14200067,11
20171,20,1,2014  ,2010601 ,14200163,12
20171,20,1,2014  ,2010601 ,14200125,12
20171,20,1,2014  ,2010601 ,14200010,11
20171,20,1,2014  ,2010601 ,14200141,11
20171,20,1,2014  ,2010601 ,14200165,11
20171,20,1,2014  ,2010601 ,14200108,13
20171,20,1,2014  ,2010601 ,14200140,14
20171,20,1,2014  ,2010601 ,14200159,12
20171,20,1,2014  ,2010601 ,14200160,12
20171,20,1,2014  ,2010601 ,14200168,11
20171,20,1,2014  ,2010601 ,14200149,14
20171,20,1,2014  ,2010601 ,14200151,13
20171,20,1,2014  ,2010601 ,14200078,12
20171,20,1,2014  ,2010601 ,14200100,12
20171,20,1,2014  ,2010601 ,14200156,14
20171,20,1,2014  ,2010601 ,14200029,12
20171,20,1,2014  ,2010602 ,14200022,12
20171,20,1,2014  ,2010602 ,14200171,11
20171,20,1,2014  ,2010602 ,14200149,10
20171,20,1,2014  ,2010602 ,14200176,13
20171,20,1,2014  ,2010602 ,14200124,16
20171,20,1,2014  ,2010602 ,14200008,16
20171,20,1,2014  ,2010602 ,14200110,12
20171,20,1,2014  ,2010602 ,14200071,11
20171,20,1,2014  ,2010602 ,14200031,12
20171,20,1,2014  ,2010602 ,14200005,13
20171,20,1,2014  ,2010602 ,14200163,14
20171,20,1,2014  ,2010602 ,14200172,11
20171,20,1,2014  ,2010602 ,14200125,13
20171,20,1,2014  ,2010602 ,14200155,13
20171,20,1,2014  ,2010602 ,14200001,13
20171,20,1,2014  ,2010602 ,14200118,15
20171,20,1,2014  ,2010602 ,14200103,12
20171,20,1,2014  ,2010602 ,14200010,14
20171,20,1,2014  ,2010602 ,14200012,11
20171,20,1,2014  ,2010602 ,14200076,13
20171,20,1,2014  ,2010602 ,14200121,16
20171,20,1,2014  ,2010602 ,14200152,17
20171,20,1,2014  ,2010602 ,14200158,16
20171,20,1,2014  ,2010602 ,14200165,16
20171,20,1,2014  ,2010603 ,14200157,12
20171,20,1,2014  ,2010603 ,14200120,11
20171,20,1,2014  ,2010603 ,14200033,14
20171,20,1,2014  ,2010603 ,15200037,9
20171,20,1,2014  ,2010603 ,14200117,8
20171,20,1,2014  ,2010603 ,14200022,11
20171,20,1,2014  ,2010603 ,14200088,12
20171,20,1,2014  ,2010603 ,14200159,2
20171,20,1,2014  ,2010603 ,14200164,13
